ID,tweet,annotation,comments
15502,"I hurt my foot like 3 days ago,  I have no idea how, but it hurts to put pressure on it. Love that for me",,
10397,goodbye for those ' real ' fans,,
16248,train cancellations bring out the best in human nature i'm so proud of my glasgow compadres,,
8021,so you're telling me that if i don't tweet something for awhile everyone gets a notification of my tweet ? that's cool i guess,,
2622,I think I am going to stop watching football in North London!,,
2910,SUPER COOPER WEARS THE GARIBALDI,,
16086,"Oh thank you irrelevant company 700 another christmas advert. Just what I need, another feel good marketing campaign to buy things i dont need.",,
18391,pretty good data the last few days,,
15851,nothing is better than everyone in daddios yelling ayyyy we want some pusssssssaaaaaaaay,,
15063,"Just loving the weather, t-shirt and shorts sort of day. Not.",,
18855,FRIYAY except that I’m working until 10pm 👍🏻,,
19924,Mixing up the #WFH routine by working in the living room means Bubbles watching my every move #bunnies #rabbits #pets https://t.co/ohDGRZpHTU,,
15289,"@DanielIngolfur @The_Timbrodini @ViQueen55 @tedcruz I know, right? He even wanted poor people to be healthy, because he was basically a fucking communist. What a hippie.",,
13721,"If I invite you over for dinner, it’s my intentions of paying and making everything as my gift to you as my guest",,
3872,what a great day,,
7159,i LOVE grocery shopping,,
7052,Every time you complain about neopronouns or xenogenders we add five more,,
19807,Leaving this assignment to the last minute was probably not a smart move #w100,,
10902,My stepmom really needs to go in a home #SheCrazy #NeedsToGoInTheHome,,
2477,Yeah because Boris is such a great leader,,
18265,Is there anything better and more comforting to eat when you're ill than toast?? No there is not,,
817,rumored politically correct concept of open to all will soon be applied to h s college basketball amp football g a s p,,
1181,@TalkTalk how can you allow someone to be without internet for three days in 2019? Told I have to wait 72 hours so managers can check if other customers are effected before resolving the issue @guardianmoney,,
3127,"@tineyaaa You’re right, I should be grateful for you at least",,
13556,My gut feeling is always right.,,
15848,we got swept time to panic,,
16871,great ideaphxcc to have the line to registration outside on over 100 degree weather,,
6387,"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa",,
12679,"I love waking up to start work at 5am everyday. Even better when its Christmas, because there's nothing I love more than being surrounded by stressed out customers over food!",,
3700,can someone tell me what tomorrow is going to be ? i can't figure it out with all the same memes i've been seeing,,
8519,Me on a Monday. https://t.co/dmNXgVM6Ar,,
11717,almost lunchtime i get a half hour away from this paradise,,
11270,Here we go again! We are expecting! Our third baby is due Feb 2022! Absolutely terrified of having 2 under 2 and a 10 year old but we move baby! This is the last addition to the family so going to enjoy this for the very last time ❤️👶🏽,,
7833,"Wow, can’t wait to go into ANOTHER lockdown 🙄",,
15771,The villains in super hero films are awfully polite. They always confine their invasions to being above one particular city,,
8800,Going out is overrated! On the couch watching serial killer documentaries is how I like to spend my Fridays 👵🏼🕵🏻‍♀️,,
18006,I knew this year would b stressful but i didn't know it would b THIS STRESSFUL i am about to BREAK and january isnt even over yet,,
5443,yay more kings landing,,
4664,Really glad to learn that the police operate purely in the style of 'Minority Report'. I was worried they might start looking into crimes AFTER they happen. Phew,,
3227,it's so nice to know when you need help that someone will be there to jump in and help ya out,,
18769,i just love how much of an asshole you are makes my whole day better,,
18754,i get it sarcasm is your thing right ? everything you've said is dripping in sarcasm you guys i've been figured out,,
16046,people what are you doing with your life ? me you know socrates was killed because he asked too many questions,,
19759,unanimous vote for eric fanning ? ? ? ? ? rinos aplenty in the senate how dare they let a homosexual man work,,
19767,"The people who throw around the term “snowflake” as an insult are, in fact, the biggest snowflakes. Looking at you @realDonaldTrump",,
9912,Listening to Pull the Plug by Death at half eleven on a Thursday night on repeat is not good for making you sleepy. #Deathmetal,,
496,"sometimes i think life is rough, then i remember the one time i drank the starbucks witch’s brew frappachino and i feel less bad that ish nasty https://t.co/CCyloabF0l",,
15233,"Even though my mom has to work a 12 hr shift today, I'm thankful she's happy with what she does and that she is doing what she needs to do in order to care for her children. She is the strongest and most important woman in my life. Without her, I am nothing.",,
14430,wondo missed a goal what a surprise,,
1668,Wow... the universe gave me the task of a potty training a whole human? the audacity.,,
12766,The USA gymnastics team is having a rough time,,
13737,"Looking forward to the race tomorrow, two possibly different approach with two different Tyre Strategy.  Well played to red bull with the cleaver use of toe. Giving max an all advantage at the start tomorrow",,
3446,Hannah Montana pandora station is so underrated,,
16809,Trying to meet my friend and she’s literally lost in John Lewis omg,,
3787,silks photoshoot tomorrow but I feel like a WHALE 🐳,,
4184,"""Jane the Virgin"" using the Meisner repetition exercise as a psychology technique. Haha! Love it!!",,
12517,As if we’re all actually going back to the footy tomorrow literally gonna be epic,,
5385,Tim for prime minister #TheCircle,,
13567,"""friends""",,
9621,at the lab joy,,
12166,my day off tomorrow can't wait m o t my car then hospital appointment on the plus side picking up some bad tunes,,
17752,a good night of dancing. i feel replenished. time to finish out the week with a bang,,
17782,my face stuck in a book is a sure sign i want to talk,,
1136,so good man  https://t.co/0QwOj3TEph,,
158,Some man just cat called me by saying “let me take you home to explore that ass and that personality”,,
5629,essays on philosophy in museum exhibits are fun,,
4926,i love apple music because it just werk fuck did i just do a pun ?,,
18647,When I see your face there's not a thing that I would change,,
14534,"You mean to tell me that I’m being forced to take all online classes, which require no classrooms or anything physical of any kind, and I have to pay more than in person classes???",,
10591,part of human's defence system,,
11089,Nothing pisses me off more than people with double standards 👌🏻,,
18485,i love getting drawn on at work especially my face,,
985,The @theAJpub is open again @gpollakis 👀,,
9645,For the first time since 00:00 on the first day I’m actually looking forward to it. If my hope goes anything like day 1 i’ll be disappointed by 23:31…,,
205,Some body did a great job taking out bus stop Marylebone Rd,,
6440,i looove getting 3 hours of sleep because two jobs,,
5717,i bet andy just loves when i'm home from college,,
10933,I just realised that Kate Bishop and Yelena can go on dogwalking dates together,,
15103,Of course the moment I front the system is in utter chaos 🥴,,
13604,i love shoegaze sm,,
588,@KjellKHansen1 happy birthday!!,,
4571,forgot to tag it,,
9217,but i'll be keeping half an eye on my twitter feed for the internet's updates,,
15785,future mvp lamelo ball,,
14619,Don't know why I doing this but booster jab booked in for next Friday,,
286,"So much hate on Russia in #Eurovision it's actually hilarious, huge change from previous years. I love the political aspect of this contest",,
5176,"Started watching house of cards, 4 episodes in. Already I can see it was a good choice😄",,
4729,Wish somebody had told me all I had to do was wait to months for Yuengling to come to Texas before I bought five cases of it when I was in Florida,,
12126,Any tips on how to read quick without running the risk of missing important information? I seem to be a slow runner here.,,
14877,season 1 winter is coming season 6 winter is coming global warmingkeep waiting,,
9998,My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,,
1308,cant believe im missing silvacre kiss bcos of seeing anna &amp; chris in constellations😭,,
10128,"Random third grader pointed at me with her whole class lined up, “look, that’s the tallest girl in the world!”",,
19052,I am Lindt EXCELLENCE! Take the Taste Challenge quiz &amp; find out which Lindt Chocolate you are. https://t.co/UC4L1qnw5U,,
15846,thank you for controlling my life every time thank you for being unsupportive always thank you you're the real man,,
18796,also awesome when there is a ball python loose in the house,,
4632,all these boys showing their knees and calves are distracting me from my education we need a stricter dress code,,
6756,throw it to first delino maybe you can get him out,,
4849,if you a champion show me you're a champion such deep lyrics do we have to hear that lameness all series ?,,
7089,Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,,
13607,"Motivation Wednesday Night:

I AM the powerhouse of the cell.",,
6365,"@elisekumar @nato_ally Yeah, I feel super out of whack emotionally/sensorily when I'm starting to come down with something, and that's basically what your body thinks is going on at the moment, so... checks out. Hopefully at least knowing what's happening makes it easier to be gentle with yourself.",,
14531,@claire_seiler see you there!,,
6858,Every break I rediscover my love of reading for pleasure only for it to feel like a chore again when classes starts 😪,,
9542,dry heaves from cancer are awesome,,
6555,nice day to work outside,,
18977,i'm clearly aware of the fact that i don't have makeup on in my last post so keep your compliments to a minimum haha,,
1212,good on malcom turnball,,
1895,Definitely the best #WWERaw  match in a long ass time. Glad Damien Priest is getting some shine.,,
19088,things just keep getting better and better,,
3402,"@BioMarkDarrah @Bio_Warner @GambleMike @BenIrvo Not sure if this has been answered somewhere or not, but are the MTX going to be live for Early Access, or is that something for the 22nd?",,
1791,The contract extension with James Franklin will absolutely work out in Penn State's favor.,,
12498,Where is the Chancellor? Please check the back of your sofas.,,
13444,you look soooo much different in that snapchat filter than anyone else,,
18016,the proliferation of guns had nothing to do with the fact that 50 are dead he could have done that with a knife too smh,,
15292,sonic's the best job ever guys it's all fuckin ' rainbows and sunshine up at that bitch,,
16788,Hi 👋🏻,,
17823,extremely dangerous of chicago style to give the illusion that what i'm writing is mature and sophisticated simply because it has footnotes,,
9524,tnx megafon for everything,,
2228,The high tomorrow is 45! Anyone wanna go to the pool?,,
911,best part about colossus is that you can never leave to pee because you're literally always short amp looking for a spot to get in,,
15148,"@jimcramer Yo jim I put my life savings in $didi at $16 as per your request now me and my family are eating MREs in full survival mode

What should I do?",,
12509,CLB cover art makes me want to pound my knees with a hammer.,,
1284,"@marcorubio @SecDef What’s more embarrassing is how terrible Florida is doing with containing COVID-19. An utter disgrace.  Wearing a mask to protect yourself and others is not embarrassing, it’s leadership.",,
15889,really looking forward to more rain today,,
7444,"Today has been a good day, I didn't fall off a ladder, my model train show tickets came, I got mentioned on @WWFCFancast, they liked my bostocks cup recommendation, and more importantly, they got my name right! Hurrah.",,
11514,when people are still tweeting frank because they think he's voting for trump,,
3201,Boss has ordered everyone to work from home for the foreseeable to avoid the spread of coronavirus - this is mental,,
1858,"Very moved by the accounts coming from Afghanistan right now.

We can debate the merits/pitfalls of Western intervention endlessly but relinquishing control to the Taliban is unquestionably the worst thing for the country now.",,
16650,so what is there to do in boston ? seems boring so far,,
12977,@igreen95 thx for the play by play,,
16255,This is cool apart from the Man Utd memorabilia.,,
11570,loving everything so much right now,,
12877,too much sweetness in life makes me feel diabetic and that's,,
7415,FREEDOM IS WITHIN YOU!!!!!!!!!!!!,,
5579,morning of regrets,,
17744,if derek could take any longer that'd be cool,,
10935,"Day 3. Luggage arrived, thanks @AirFranceFR. Non random Hungarian underwear. Talk delivered. Science sated. #metaxa http://t.co/6KPjLezQOF",,
4746,i love jumping on zoom meetings where everyone is talking about their kids &amp; i'm stuffing my face with taco bell,,
10906,thanks for everything,,
12971,i'm pissed this series ain't looking like it'll make it to 7 smh i'm tired of cleveland letting me down,,
16140,just realised the first time I will listen to Red (taylor's version) will be on the way to printworks so I will literally be crying in the club,,
12762,yes it makes perfect sense for harry and ginny to get together. it's not like she was the most boring person ever or anything,,
6751,@gough_hayden This art is giving me Mario Strikers Charged concept art vibes. This is really nice!,,
14905,i want thai food Right Now :(,,
19138,i'm sure all those american players grew up dreaming about this day,,
4391,when you're trying to listen to a song in sound cloud and you find out its someone singing a cover in the worst way ever lol,,
16677,yutaka take tenno sho this weekend kentucky derby next weekend,,
6491,3 45 am and the cat is chasing imaginary mice around the bedroom yeahhh i love the cat,,
881,Got my lowball business class upgrade bid accepted for my train from DC to NYC this morning and ended up without anyone sitting next to me for the whole trip. A positive sign for the weekend.,,
13318,poor carly fiorina had her hopes up only to get shot down again,,
8352,Spanish farmers block traffic with tractors to demand fair prices for producers https://t.co/2LzU6m7Yxx,,
6515,"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",,
542,i always take a shower before my brother and before 6 50 he ask me if i'm taking a shower uh no i'm going to lay in bed,,
12564,Any ideas how to dissuade my neighbour's cat from coming into our garden at night?,,
17288,Happy New Year!,,
15098,"Never will be repeated, as you say you had to have lived through those times,  as much as are fans are 100% ,  we were a different breed 😉.",,
12513,Billy Gunn sorta relevant for the first time in years...,,
165,i gotta start tweeting with a tags haha,,
18266,Just had a flashback about a boy and nearly threw up in my mouth,,
7296,we'll regroup in cuba bernie,,
9407,moylan so great so strong in last line defence again,,
12799,Just look at these anagrams... Everyone get vaccinated!!! 😁,,
12714,"34’ Back after treatment the Skipper Sackey-Mensah makes a vital last ditch tackle to deny Sandbach a shot on goal.

Loughborough 2-0 Sandbach Utd",,
18801,"just asked a patient if she'd like to schedule for the same time next week and she said ""no, but it was nice meeting you.""

well.... fair enough 😅",,
10097,"I'm sure I'm getting more laid back about the whole virus thing.  There is speculation about a possible lockdown after Christmas, and I've got to the stage of ""never mind, we've had 3 already...""",,
9738,what could go wrong with putting the 2018 cup in russia ?,,
11899,at its finest,,
7160,"Day 38 of quarantine is an interesting time to get a new drum kit, neighbor",,
2909,Ralph's got his name in the hat,,
212,"It makes perfect sense that the government is forcing face masks in shops, but all drunk people in bars are immune from covid apparently. Moral of story, alcohol cures everything. ",,
19756,I passed my permit test!!!🥵,,
392,people who advocate for an edit button haven’t really thought about how disastrous that would be,,
6179,"looking at pre-pandemic photos and remembering that my life used to be deceptively interesting, a Sunday Mood",,
1434,kylie did u go to the met ball ln i couldnt tell you barely instagrammed,,
16034,just spent 60 on 3 things thanx kohl's,,
10571,shout out to my brother for hitting that factory reset button thank you,,
9766,wendell smallwood ? who the heck ruin the team with all these no name guys,,
15993,I love when I learn about stuff I've apparently done and said from people😂,,
1981,Ring Spurs Managers they will fill you in Brendan lad👍🏻,,
14589,hearing little kids saying ' yeah no gays ' when entering a chapel is probably the most welcoming thing i've heard,,
11627,There’s nothing more empowering than a new phone case,,
5584,Christmas sucked. Didn't get the heelys I wanted so how am I supposed get these ladies to swoon.,,
3600,hyped to write for 2 30 minutes for film studies gonna be fucking sick,,
13122,I know you're busy but can i have a cuppa please?,,
1182,I. Am. So. Tired. And impatient. And cranky. SOS. https://t.co/f7UPtIybWV,,
765,"Not being able to sleep is a bitch.

#nofilterneeded #naturephotography #mothernatureneedsnofilter #brokenangel #itsokaynottobeokay @ Minnesota https://t.co/4PgrTHNksQ",,
918,i'm so into social media right now,,
11933,never mind this soccer aid crap on my tv where's the england game,,
2126,And the police clearly have nothing better to do,,
1264,The tiktok fyp knows me better than I know myself,,
15641,irony of this world is condom has more flavours than ors,,
3613,No football tomorrow due to covid 😡 😡 have to find my football fix locally..,,
11321,"New year, new me, noodles",,
19507,"“I don’t have time to think about ‘color’ or be sensitive.”

That’s… that’s literally white privilege. Like, you do you, but acknowledge that your being able to do that is a privilege because aspects of your identity aren’t under constant cultural scrutiny and attack",,
14959,the cav's are more rested and better prepared than the warriors cav's will win this series they sure look prepared and rested,,
9470,Imagine going to university for 4 years when you could just follow Elon Musk on twitter for free,,
19292,oof gopro down 6 with earnings out shortly you'd think worst is priced in and yet perhaps gpro should merge with fit ?,,
7177,I wonder if the ubiquity of spell checkers will change the evolution of language? #ShowerThoughts,,
18305,Best night ever 💜,,
6183,"I’ve grown a lot . When people say slick shit , I just laugh nowadays🤣🤷🏾‍♀️ If you ain’t coming to me w no REAL money .. DO NOT HIT MY PHONE 😊💪🏾",,
6593,i love driving all day,,
6794,i cannot get tolerate by watching my own photo,,
6921,in related news i'm totally on my mom game tonight a work,,
13054,"hot take: the worse taylor swift song is false god
don’t kill me pls it just sounds messy",,
13660,I don’t think I’ve seen Root look so ‘ungetoutable.’ Must be driving India nuts. I’ve done it now. #cricket #BBCCricket #ENGvIND #INDvENG,,
9458,because me not being able to breath is totally fine don't worry doc i'll be fine,,
5077,love how badly i embarrass myself on nights out how iconic X,,
14083,i'm sure that the higher prevalence rates of anxiety among women as compared to men has nothing to do with patriarchy,,
5299,yelp up 20 did einhorn sell it yet ?,,
15274,everyone pls stop shooting fireworks my dog is scared :(,,
2302,The truth becomes evil to those who have no desire to live in any...,,
3987,#lateishshow abz from five https://t.co/Twio2C9XfW,,
330,Raging debate on the importance of an Orlando Magic Summer League Championship. Definitely a notch below 6 if decided by coin flip. https://t.co/LG0VRwkrKO,,
13966,What’s in the pollen this year bcos this hayfever is up in my GRILL,,
17302,tell me again how the copa and the euros are on par with each other,,
13461,"Always here if anyone needs to talk during this time, if you need someone to listen please message me x",,
12770,Might be 3-4 spare for tomorrow. Face value sat together. DM me if anyone is interested.,,
2056,"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",,
755,when you have to use or explain that it's sarcasm shit's not working,,
15449,love to see and hear people wildly speculate about crashes on cable news,,
11944,i see the amityville horror house is for sale i mean that will be great investment why not,,
17047,find it interesting how heroin abuse is humanized on mtv,,
8759,Birds are fascinating creatures. Birds that are able to mimic the human voice are absolutely terrifying. Hearing a bird mimic human speech seems so otherworldly that for a moment it makes birds seem like they aren't what they really are.,,
18026,"My college will be starting its fall semester, the first semester of my senior year, online. 

The announcement came eight days before RAs would have moved in. Leases have already been signed; flights were already bought. 

And for the cherry on top, they're increasing tuition.",,
13508,just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,,
14162,"I think this is growing up...I never watch vh1 or MTV anymore, only hgtv and the food network...oh and of course SVU",,
6356,"women say they want a man who has his life together. so how come whenever i show one the seven days’ worth of microwaved broccoli, carrot circles and chicken breast i keep in a tupperware in my fridge at all times, they are instantly rendered catatonic with clinical depression",,
5058,osuna faced one batter nice job gibby,,
9879,Sad because I’ve missed so much of Oxford the past year but happy cuz I just saw a squirrel carrying it’s baby whilst writing my essay by the river I love it https://t.co/A2AlOimCLs,,
12759,i get to go for achievement badge tonight i've always want to fly straight into the middle of a tropical storm how cool,,
12214,can't stand a back in my day motherfucker god forbid the quality of life ever improves,,
10078,I wish I had a green thumb,,
4661,yes 1 person carrying could of changed the outcome when shots are fired in a dark chaos filled club you'll know who to shoot,,
7647,"Manchester City 1989-91 Home 🔵

Hate to admit how nice of a kit this is as a Liverpool fan😂

#ManchesterCity #Messi #Manchester #Football #art #Poster https://t.co/900pc9kW9n",,
488,cant wait to dance with harry styles and the delta variant at their concert in november!!,,
8933,"Love and kindness are never wasted. They always make a difference. They bless the one who receives them, and they bless you, the giver.” — Barbara De Angelis. 💕#BeKind #inspirationalquote https://t.co/h2Buc0tWev",,
2688,tunsil smoked weed and took money violating ncaa rules for his struggling mother what a piece of shit he is,,
12645,i was back bencher of the class now i'm prowd of it,,
15146,I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,,
5466,I have such an obsession with white shoes but can’t keep them clean. Someone help me :(,,
4943,i'm glad we have the my little pony gloria back and that the refrain is sung four times,,
11771,psyched for parcc tomorrow,,
13683,of course lol oh god im so smart xd,,
15144,but chase elliott is the best driver in the world that couldn't have possibly been his fault,,
4551,in case you don't understand read my last tweet,,
8657,when you have to be up in 4 hours but sleep is no where to be found great,,
15828,"Do you guys want a new badge, but old shirt? We’ve got you covered. 🤨",,
17305,richmond is so diverse,,
19448,i had no idea you were into eggs hahahahahaha,,
17562,"Get the Police involved.
Refuse to sail until they mask up.
Don't let them on in the first place.
Little point posting on twitter if you're not going to enforce it.  https://t.co/NyPNpIezAB",,
17324,genuinely wanna know what deformed gene in my body decided taking A level history was a good idea,,
6364,if I have to interact with any more drunk men I'm gonna lose it,,
18508,And after 35 years and 10 with the last company…..not so much as a bunch of flowers 😳,,
12086,"Just watched the Murray game and BBC commentary after. Isn't ""Andrew Castle"" cockney rhyming slang for something? Should be.",,
10626,Resisting homemade cheesecake at work for 3 days in a row. I should get a medal!,,
2085,two business ideas commonly meet aspiring makeup mogul amp hipster cafe owners are these still trending ? or too mainstream ?,,
13839,gosh i love 17 hour work days,,
2524,"ERNEST LAWRENCE’S 60-INCH cyclotron in Berkeley 
**NOT CLICKBAIT**",,
16490,My last operation had a 300% survival rate.,,
14658,For once in my life I’m just feeling really really good and full of love for myself and others,,
19005,it is not painful at all to see that someone cropped you out of a group picture before they post in on facebook,,
4963,"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",,
19250,"I haven’t worked since March 18th, tomorrow I start my new job!! I am so excited 🤩🤩🤩🤩",,
13640,i was shocked to hear that caller jim from finebaum doesn't respect women and believes white males are due for a lift up shocked,,
4992,"We are an evolved people.. seriously, can we figure out how to make bathroom doors without a two inch crack so I don’t make eye contact with anyone else while pants-less?",,
18233,i feel loved 0 message,,
11964,thanks pendot for all the lines being painted on 220 in sullivan county,,
8156,essays and television and twitter and drinking water real fun lol,,
10266,WTF is Tim Horton’s?,,
